Ticker,Price,Drug,Indication,Stage,Date,Catalyst,Shares_Millions
BMY,$40.47 ,BMC128 with Opdivo,"Non-small cell lung cancer (NSCLC), melanoma or renal cell carcinoma ",Phase 1,05/23/2024,"Phase 1 data from ASCO abstract reported that one patient demonstrated partial response (PR) upon imaging and RECIST v1.1 assessment and remains actively responding to treatment. Additionally, 64% of",
SUPN,$27.77 ,SPN-817,Treatment-resisted seizures ,Phase 2,05/23/2024,"Phase 2 interim data reported that 81% of subjects with focal seizures had 30% or more seizure reduction, noted May 23, 2024.",56.0
MRUS,$44.07 ,MCLA-145 with Keytruda (pembrolizumab),Solid tumors ,Phase 1,05/23/2024,"Phase 1 data from abstract reported that 5 partial responses (PRs) were observed with 1 complete response was observed in PD-L1+ NSCLC (treated 6+ mo) and 1 PR in Merkel cell carcinoma, noted May 23,",75.0
GMAB,—,MCLA-145 with Keytruda (pembrolizumab),Solid tumors ,Phase 1,05/23/2024,"Phase 1 data from abstract reported that 5 partial responses (PRs) were observed with 1 complete response was observed in PD-L1+ NSCLC (treated 6+ mo) and 1 PR in Merkel cell carcinoma, noted May 23,",661.0
BCYC,$23.48 ,BT5528 and OPDIVO (nivolumab),Solid tumors ,Phase 1/2,05/23/2024,"Phase 1/2 data from ASCO abstract reported that BT5528-related AEs occurred in 91% of patients, of which 22% were Grade ≥3, noted May 23, 2024.",69.0
BCAB,$2.10 ,Evalstotug (BA3071),Oncology (various) ,Phase 2,05/23/2024,"Phase 2 data from abstract reported two treatment related discontinuations with responses in three of eight patients who received evalstotug 350mg(1 CR, 1 PR, 1 unPR), noted May 23, 2024.",58.0
NKGN,$1.86 ,SNK02,Solid Tumors ,Phase 1,05/23/2024,"Phase 1 data from ASCO abstract reported that the best objective response of stable disease was demonstrated in 100% of patients that completed 8 treatment cycles of SNK02, noted May 23, 2024.",124.0
FGEN,$1.28 ,FG-3246 (FOR46) in combination with enzalutamide - (Investigator-sponsored trial),Metastatic castration-resistant prostate cancer (mCRPC) ,Phase 1/2,05/23/2024,"Phase 1b/2 data from abstract reported a preliminary estimate of median radiographic progression free survival (rPFS) of 10.2 months, noted May 23, 2024.",4.0
VSTM,$12.18 ,VS-6766 and defactinib - (RAMP 205),Metastatic pancreatic cancer ,Phase 1/2,05/23/2024,"Phase 1/2 study as of May 14, 2024, patients receiving the combination of avutometinib and defactinib with gemcitabine and Nab-paclitaxel in dose level 1 cohort achieved a confirmed overall response r",61.0
IMAB,$1.75 ,Ragistomig (ABL503),Solid tumors ,Phase 1,05/23/2024,"Phase 1 data from ASCO abstract reported an overall response rate of 25% at 5 mg/kg, based on 3 partial responses (PR) out of 12 patients with median progression free survival (PFS) of 15.6 weeks, not",81.0
CGEM,$22.65 ,CLN-619 - (MICA) monotherapy and in combination with pembrolizumab,Solid tumors ,Phase 1,05/23/2024,"Phase 1 data from ASCO abstract reported that confirmed partial responses (PR) were observed in 3 patients, noted May 23, 2024.",59.0
REGN,$980.57 ,REGN7075 in combination with cemiplimab,Solid Tumors ,Phase 1/2,05/23/2024,"Phase 1/2 updated data to be presented at ASCO on June 3, 2024. Phase 1/2 data from ASCO abstract reported a 6% (n=3) overall response rate (ORR) and 29% (n=15) disease control rate (DCR), noted May 2",105.0
MURA,$3.59 ,Nemvaleukin (ALKS 4230) - (ARTISTRY-3),Solid Tumors ,Phase 2,05/23/2024,"Phase 2 data from ASCO abstract reported that all dosing schedules tested in ARTISTRY-3 demonstrated the desired pharmacodynamic effects, including expansion of immune-stimulating NK and CD8+ cells, n",17.0
ALKS,$24.00 ,Nemvaleukin (ALKS 4230) - (ARTISTRY-3),Solid Tumors ,Phase 2,05/23/2024,"Phase 2 data from ASCO abstract reported that all dosing schedules tested in ARTISTRY-3 demonstrated the desired pharmacodynamic effects, including expansion of immune-stimulating NK and CD8+ cells, n",165.0
IOVA,$10.26 ,LN-145 - (IOV-COM-202),Non-small cell lung cancer (NSCLC) ,Phase 2,05/23/2024,"Phase 2 data from ASCO abstract reported a confirmed ORR was 65.2%, including 7 (30.4%) complete responses and 8 (34.8%) partial responses, noted May 23, 2024.",361.0
HOWL,$5.16 ,WTX-124,Solid Tumors ,Phase 1b,05/23/2024,"Phase 1/1b data from ASCO abstract reported that treatment was well tolerated and clinically active in patients with checkpoint inhibitor therapy relapsed/refractory cancers, noted May 23, 2024.",45.0
CMPX,$1.50 ,CTX-471 (CD137 agonist),Solid tumors ,Phase 1,05/23/2024,"Phase 1 Dose Escalation and Dose Expansion, first-in-human monotherapy study in patients with metastatic or locally advanced malignancies who had progressed on approved PD-1 or PD-L1 inhibitors, noted",138.0
INAB,$1.04 ,INB-200,Glioblastoma ,Phase 1,05/23/2024,"Phase 1 data from ASCO reported no dose-limiting toxicities, cytokine release syndrome, or neurotoxicity, noted May 23, 2024.",4.0
EVAX,$3.88 ,EVX-01 + KEYTRUDA (pembrolizumab) / OPDIVO (nivolumab),Metastatic Melanoma ,Phase 2b,05/23/2024,"Phase 2 data from ASCO abstract reported that EVX-01 vaccine-induced specific and robust immune responses, mediated by both CD4+ and CD8+ T-cells, noted May 23, 2024.",6.0
MRK,$129.46 ,EVX-01 + KEYTRUDA (pembrolizumab) / OPDIVO (nivolumab),Metastatic Melanoma ,Phase 2b,05/23/2024,"Phase 2 data from ASCO abstract reported that EVX-01 vaccine-induced specific and robust immune responses, mediated by both CD4+ and CD8+ T-cells, noted May 23, 2024.",
AGEN,$12.35 ,Botensilimab plus balstilimab,Relapsed/refractory microsatellite stable colorectal cancer with no active liver metastases (r/r MSS CRC NLM) ,Phase 1b,05/23/2024,"Phase 1b data to be presented at ASCO 2024, ASCO abstract released across different NLM sites, overall response rates (ORR) ranged from 18-33%, and disease control rates (DCR) ranged from 67-82%. Over",31.0
MRUS,$44.07 ,Petosemtamab (MCLA-158),"Recurrent/metastatic (r/m) head and neck squamous cell carcinoma (HNSCC), Solid Tumors ",Phase 2,05/23/2024,"Phase 2 data from abstract reported a 60% response rate observed among 10 evaluable patients, noted May 23, 2024.",75.0
GMAB,—,Petosemtamab (MCLA-158),"Recurrent/metastatic (r/m) head and neck squamous cell carcinoma (HNSCC), Solid Tumors ",Phase 2,05/23/2024,"Phase 2 data from abstract reported a 60% response rate observed among 10 evaluable patients, noted May 23, 2024.",661.0
AFMD,$4.71 ,AFM24-102 and TECENTRIQ (atezolizumab),"EGFR Expressing Solid Tumors, Non-small cell lung cancer, and Gastric/gastroesophageal junction (GEJ) cancer ",Phase 2,05/23/2024,"Phase 2 data due to be presented at ASCO on June 1, 2024. Phase 2 ASCO abstract to be presented showed that of the March 18, 2024 data cut-off, the median progression free survival was 5.9 months and",15.0
ZNTL,$11.28 ,Azenosertib and gemcitabine,Relapsed or refractory (R/R) osteosarcoma ,Phase 1,05/23/2024,Phase 1 data from ASCO abstract support further investigation of azenosertib administered in combination with gemcitabine in patients with R/R osteosarcoma in an upcoming investigator-initiated Phase,72.0
BPMC,$102.39 ,BLU-222 - (VELA),(HR+/HER2-) breast cancer. ,Phase 1,05/23/2024,Phase 1 dose escalation data presented at ASCO abstract showed that BLU-222 in combination with ribociclib and fulvestrant was well-tolerated at clinically active dose levels with no dose-limiting tox,64.0
SNSE,$1.45 ,Solnerstotug (formerly SNS-101) with Libtayo - (VISTA),One microsatellite stable (MSS) endometrial cancer ,Phase 1/2,05/23/2024,"Phase 1/2 data demonstrated initial signs of promising clinical activity, noted May 23, 2024.",1.0
REGN,$980.57 ,Solnerstotug (formerly SNS-101) with Libtayo - (VISTA),One microsatellite stable (MSS) endometrial cancer ,Phase 1/2,05/23/2024,"Phase 1/2 data demonstrated initial signs of promising clinical activity, noted May 23, 2024.",105.0
COGT,$7.49 ,Bezuclastinib and SUTENT (sunitinib) - (PEAK),Gastrointestinal Stromal Tumors (GIST) ,Phase 3,05/23/2024,Phase 3 updated data presented at an ASCO abstract showed d that study reached median progression free survival (mPFS) of 19.4-months and 33% ORR in subset of advanced GIST patients with one prior tre,139.0
HOOK,$10.40 ,Eseba-vec (formerly HB-200) in combination with KEYTRUDA (pembrolizumab),Head and neck squamous cell carcinoma (HNSCC) ,Phase 1/2,05/23/2024,"Phase 2 data due to be presented at ASCO 2024, abstract from updated data showed confirmed objective response rate (ORR) of 53%, complete response (CR) rate of 18%, and disease control rate (DCR) of 8",12.0
CADL,$10.69 ,CAN-2409 + valacyclovir,Non-small cell lung cancer (NSCLC) ,Phase 2,05/23/2024,"Phase 2 data from ASCO abstract showed that treatment resulted in activation of the systemic immune response after two administrations of CAN-2409, including increased numbers of circulating cytotoxic",54.0
ELTX,$8.85 ,ELI-002 - (AMPLIFY-7P),mKRAS-driven cancers ,Phase 2,05/23/2024,"Phase 2 ASCO abstract showed that treatment administered as a monotherapy was well tolerated and able to generate a ~100x mKRAS-specific expanded T cell response relative to baseline levels, noted May",16.0
PBYI,$3.99 ,Alisertib - (PUMA-ALI-4201) - (ALISCA-Lung1),Small Cell Lung Cancer (SCLC) ,Phase 1b,05/23/2024,Phase 1/1b data shared at ASCO abstract showed that intermittent dosing of alisertib 30 mg BID in combination with osimertinib 80 mg daily demonstrated no dose-limiting toxicities and was identified a,50.0
IPHA,$2.96 ,IPH6501,Relapsed and/or Refractory CD20-expressing B-cell Non-Hodgkin's Lymphoma (NHL) ,Preclinical,05/23/2024,"Preclinical data from ASCO abstract reported that IPH6501, at well-tolerated doses, significantly boosted peripheral NK cell proliferation, drove their accumulation at tumor locations, and effectively",92.0
ALXO,$14.69 ,Evorpacept w/ cetuximab and pembrolizumab,Colorectal cancer ,Phase 2,05/23/2024,"Phase 2 data from the abstract has ORR was 6.3% (1 ongoing partial response, 95% confidence interval [CI] 0.2-30.2%), disease control rate was 12.5% (95% CI 1.6-38.4%), median progression-free surviva",53.0
BNTX,$99.00 ,BNT327/PM8002,Non-small cell lung cancer (NSCLC) ,Phase 1/2,05/23/2024,"Phase 1b/2 data from ASCO abstract reported a 47% ORR in cohort 6, 19.4% ORR in cohort 7, noted May 23, 2024.",239.0
CUE,$1.74 ,CUE-102,Wilms' Tumor (WT1)-expressing cancers ,Phase 1,05/23/2024,"Phase 1 data from abstract reported that stable disease of ≥ 6 weeks (range 6-36 weeks), as determined by RECIST 1.1, has been observed in 10 of 23 patients (DCR 43.5%), noted May 23, 2024.",76.0
CUE,$1.74 ,CUE-101 and KEYTRUDA (pembrolizumab) - (KEYNOTE-A78),HPV16+ head and neck cancer ,Phase 1,05/23/2024,"Phase 1 data from ASCO abstract reported that of CUE-101 plus pembrolizumab, an ORR of 47% (1 CR, 8 PRs), a Disease Control Rate (ORR + durable SDs) of 74%, and mPFS of 5.8 months, noted May 23, 2024.",76.0
MRK,$129.46 ,Sacituzumab tirumotecan (SKB264/MK-2870) - (OptiTROP-Breast01),Locally recurrent or metastatic triple-negative breast cancer (TNBC) ,Phase 3,05/23/2024,"Phase 3 data from ASCO abstract reported an objective response rate assessed by BICR was 43.8% with SKB264 and 12.8% with chemotherapy, noted May 23, 2024.",
PFE,$28.30 ,PF-07248144,ER+ HER2− breast cancer ,Phase 1,05/23/2024,"Phase 1 data from ASCO abstract reported that for the fulvestrant combination (n=43), with median duration of follow-up of 9.2 mos, the ORR was 30.2% (17.2, 46.1), median DOR was 9.2 mos (7.2, NE), CB",
PFE,$28.30 ,Mevrometostat (PF-06821497),Castration-resistant prostate cancer (CRPC) ,Phase 1,05/23/2024,"Phase 1 data from ASCO abstract reported that the OR rate (95% CI) was 27.3% (10.7, 50.2), including 1 complete and 5 partial responses, noted May 23, 2024.",
PFE,$28.30 ,Elranatamab - (MagnetisMM-9),Multiple Myeloma ,Phase 1/2,05/23/2024,"Phase 1/2 data from ASCO abstract reported that after a median follow-up of 7.4 mo, the most common (>50%) AEs were CRS (63.5%; grade ≥2, 15.3%) and neutropenia (54.1%; all grade ≥2), noted May 23, 20",
PFE,$28.30 ,Sigvotatug vedotin (SGNB6A-001),Non-small cell lung cancer (NSCLC) ,Phase 1,05/23/2024,"Phase 1 data reported in ASCO abstract reported that the cORR was 19.5% (95% CI, 12.6-28.0) in all pts with NSCLC and 32.5% (95% CI, 18.6-49.1) in pts with non-squamous (non-Sq)/taxane-naive NSCLC. Ad",
MOLN,$3.81 ,MP0317,Solid Tumors ,Phase 1,05/23/2024,"Phase 1 data from ASCO abstract reported that one patient achieved unconfirmed partial response, and stable disease was observed in 11 patients (24%), noted May 23, 2024.",40.0
XLO,$1.07 ,XTX202,Solid Tumors ,Phase 1/2,05/23/2024,"Phase 1/2 data from ASCO abstract reported that the DCR was 62% at the 1.4 mg/kg dose-level and 80% at the 4 mg/kg dose-level, with 19 pts ongoing and awaiting first response assessment, noted May 23,",51.0
VSTM,$4.12 ,AVMAPKI FAKZYNJA CO-PACK,Recurrent low-grade serous ovarian cancer (LGSOC) ,NDA Filing,05/24/2024,"NDA and accelerated approval application submitted May 24, 2024.",61.0
IDYA,$37.71 ,Darovasertib - (neo-adjuvant and adjuvant settings) - (NADOM),Ocular Melanoma ,Phase 2,05/24/2024,Phase 2 clinical efficacy update presented at ASCO abstract showed that monotherapy neoadjuvant treatment was generally well tolerated. Drug-related adverse events (AEs) were predominantly Grade 1 or,87.0
BLRX,$0.69 ,"Motixafortide (BL-8040), gemcitabine, nab-paclitaxel and LIBTAYO (cemiplimab) - (Columbia University trial) - (CheMo4METPANC)",First-line pancreatic ductal adenocarcinoma (PDAC) ,Phase 2,05/24/2024,"Phase 2 data from ASCO reported that 7 of 11 patients in the pilot phase experienced a partial response, with 6 confirmed; 10 of 11 patients experienced disease control , noted May 24, 2024.",3.0
CHRS,$1.91 ,CHS-114 - (SRF114),Solid tumors ,Phase 1,05/24/2024,Phase 1 preliminary results from dose escalation in an ASCO abstract shown to have an acceptable safety profile with no dose-limiting toxicities (DLTs) in heavily pretreated patients with solid tumors,116.0
BCTX,$1.44 ,Bria-IMT - (BRIA-ABC),Advanced breast cancer ,Phase 2,05/24/2024,"Phase 2 data in an ASCO abstract resulted in an 83% intracranial objective response rate, median progression-free survival of 4.1 months in antibody-drug conjugate (ADC) resistant patients (double his",1.0
CGON,$32.71 ,Cretostimogene in combination with pembrolizumab - (CORE-001),Intermediate-risk NMIBC ,Phase 2,05/24/2024,"Phase 2 final results to be presented at ASCO 2024, abstract released resulted in a ITT CR rate 57% at 12mo, 83% any time. 95% of 12mo CRs maintained CR for 24mo. Median DoR >21mo. 24mo CR rate 69.6%.",76.0
MRK,$127.88 ,Cretostimogene in combination with pembrolizumab - (CORE-001),Intermediate-risk NMIBC ,Phase 2,05/24/2024,"Phase 2 final results to be presented at ASCO 2024, abstract released resulted in a ITT CR rate 57% at 12mo, 83% any time. 95% of 12mo CRs maintained CR for 24mo. Median DoR >21mo. 24mo CR rate 69.6%.",
IPHA,$2.90 ,Lacutamab (IPH4102) - (TELLOMAK),"Mycosis Fungoides, Sézary Syndrome ",Phase 2,05/24/2024,"Phase 2 topline results reported that the ORR was 16.8%, with the median time to response was 1.0 months and median PFS 10.2m, noted May 24, 2024.",92.0
AZN,$78.06 ,"Imfinzi (durvalumab), Monalizumab, and Oleclumab - (COAST)",Non-small cell lung cancer (NSCLC) ,Phase 2,05/24/2024,"Phase 2 data reported that D+O and D+M increased ORR and prolonged PFS and OS vs D alone, noted May 24, 2024.",
IPHA,$2.90 ,"Imfinzi (durvalumab), Monalizumab, and Oleclumab - (COAST)",Non-small cell lung cancer (NSCLC) ,Phase 2,05/24/2024,"Phase 2 data reported that D+O and D+M increased ORR and prolonged PFS and OS vs D alone, noted May 24, 2024.",92.0
ANL,$10.50 ,AN0025 + Keytruda,Solid tumors ,Phase 1b,05/24/2024,"Phase 1b data reported that the disease control rate (DCR) was 92% (11/12). The median progression-free survival (PFS) was not reached, with 6-month and 1-year PFS rates of 91% and 73%, respectively,",36.0
HCM,$18.73 ,Fruquintinib - (FRESCO),Metastatic colorectal cancer (CRC) ,Phase 3,05/24/2024,"Phase 3 data reported improvements in OS and PFS were seen with F vs P regardless of prior tx sequence (Table), with similar magnitudes of benefit for OS and PFS, noted May 24, 2024.",174.0
HCM,$18.73 ,Fruquintinib (HMPL-013) - (FRESCO-2),Metastatic Colorectal Cancer ,Phase 3,05/24/2024,"Phase 3 data reported at ASCO reported improvements in OS and PFS were seen with F vs P regardless of prior tx sequence, with similar magnitudes of benefit for OS (HRs 0.53–0.77) and PFS (HRs 0.25–0.3",174.0
HCM,$18.73 ,HMPL-295,Solid tumors ,Preclinical,05/24/2024,"Preclinical data from ASCO reported that stable disease with tumor shrinkage was also observed in 2 pts with NSCLC on 50 mg QD and 75 mg QD 2w on/1w off cohort respectively, and 1 pt with pancreatic d",174.0
