Ticker,Company,Price,Drug,Indication,Stage,Date,Catalyst,Shares
LLY,Eli Lilly and Company,$780.96 ,(Z)-endoxifen with abemaciclib (VERZENIO) - (EVANGELINE),Pre-menopausal women w/ early-stage estrogen receptor positive and Human Epidermal Growth Factor Receptor 2 negative breast cancer ,Phase 2,12/12/2024 ET,Phase 2 data from SABCS reported that 50 percent of patients (3/6) in the group that received 80 mg of (Z)-endoxifen with goserelin met the target steady-state plasma concentrations (Css) of 500–1000 … read more,946.46M
Add to portfolio,,,,,,,,
KROS,Keros Therapeutics Inc.,$18.43 ,Cibotercept (KER-012) - (TROPOS),Pulmonary arterial hypertension (PAH) and disorders associated with bone loss ,Phase 2,12/12/2024 ET,"Phase 2 trial voluntarily halted dosing in the 3.0 mg/kg and 4.5 mg/kg treatment arm due to the unanticipated observation of pericardial effusion adverse events in the trial, noted December 12, 2024.",40.62M
Add to portfolio,,,,,,,,
GUTS,"Fractyl Health, Inc.",$2.21 ,Rejuva (RJVA-001),Obesity and type 2 diabetes (T2D) ,Preclinical,12/12/2024 ET,"Preclinical data shared at the WCIRDC was successfully delivered in large animal Yucatan pig models at a low total viral dose, noted on December 12, 2024.",50.29M
Add to portfolio,,,,,,,,
TRVI,Trevi Therapeutics Inc.,$3.60 ,Haduvio - (CORAL),Chronic Cough in Idiopathic Pulmonary Fibrosis (IPF) ,Phase 2b,12/12/2024 ET,"Phase 2b SSRE result reported that it was recommended that the CORAL trial should continue as planned to maintain the pre-specified conditional power of 80% or greater, noted December 12, 2024.",121.78M
Add to portfolio,,,,,,,,
ELTX,Elicio Therapeutics Inc.,$4.99 ,ELI-002 (AMPLIFY-201),Solid Tumors ,Phase 2,12/12/2024 ET,"Phase 2 data presented include a 16.3-month median recurrence-free survival (mRFS) and 28.9-month median overall survival (mOS) from full study population, noted ESMO-IO on December 12, 2024.",16.34M
Add to portfolio,,,,,,,,
ANAB,AnaptysBio Inc.,$15.02 ,ANB032 - (ARISE-AD),Atopic dermatitis ,Phase 2b,12/12/2024 ET,"Phase 2b did not meet the primary and secondary endpoints in any of the doses studied in the global, AD trial and all further investment in ANB032 will be discontinued, noted December 12, 2024.",28M
Add to portfolio,,,,,,,,
APRE,Aprea Therapeutics Inc.,$3.52 ,ATRN-119 - (ABOYA-119),Solid tumors ,Phase 1/2,12/12/2024 ET,"Phase 1/2 dosing commenced, noted December 12, 2024.",5.83M
Add to portfolio,,,,,,,,
VRTX,Vertex Pharmaceuticals Incorporated,$464.12 ,Povetacicept (ALPN-303) - (RAINIER),"Lupus nephritis, IgA nephropathy ",Phase 1/2,12/12/2024 ET,"Phase 1b/2a data reported that 100% of patients achieved remission within 30 days, noted December 12, 2024.",256.39M
Add to portfolio,,,,,,,,
ALPN,Alpine Immune Sciences Inc.,—,Povetacicept (ALPN-303) - (RAINIER),"Lupus nephritis, IgA nephropathy ",Phase 1/2,12/12/2024 ET,"Phase 1b/2a data reported that 100% of patients achieved remission within 30 days, noted December 12, 2024.",68.6M
Add to portfolio,,,,,,,,
ITOS,iTeos Therapeutics Inc.,$7.95 ,Inupadenant (EOS-850) - (A2A-005),metastatic non-squamous non-small cell lung cancer (NSCLC) ,Phase 2,12/12/2024 ET,"Phase 2 topline data demonstrated a 63.9% overall response rate (ORR) and a median PFS of 7.7 months for all evaluable patients across the cohorts, noted December 12, 2024.",44.21M
Add to portfolio,,,,,,,,
PFE,Pfizer Inc.,$24.96 ,IBRANCE (palbociclib) - (PATINA),"HR+, HER2+ Metastatic Breast Cancer ",Phase 3,12/12/2024 ET,Phase 3 data reported that the median PFS was 44.3 months (95% CI: 32.4-60.9) for patients treated with IBRANCE in combination with anti-HER2 therapy (trastuzumab or trastuzumab plus pertuzumab) and e … read more,5.69B
Add to portfolio,,,,,,,,
IMMP,Immutep Limited,$2.24 ,Eftilagimod alpha (IMP321) and KEYTRUDA (pembrolizumab) - (TACTI-003),Head and neck squamous cell carcinoma (HNSCC) ,Phase 2b,12/12/2024 ET,"Phase 2b data presented on ESMO IO reported that the median overall survival (OS) has not yet been reached and the 12-month OS rate is 67%, both well above historical controls, noted December 12, 2024 … read more",147.19M
Add to portfolio,,,View Clinical Trial Data,,,,,
KRBP,Kiromic BioPharma Inc.,$0.95 ,Deltacel-01 - (KB-GDT-01),Stage 4 Metastatic Non-Small Cell Lung Cancer ,Phase 1,12/12/2024 ET,"Phase 1 interim data reported tumor reduction of 32% in patient #4, noted December 12, 2024.",1.53M
Add to portfolio,,,FTD,,,,,
ALXO,ALX Oncology Holdings Inc.,$1.42 ,Evorpacept with zanidatamab,Metastatic breast cancer ,Phase 1/2,12/12/2024 ET,"Phase 1b/2 data reported promising anti-tumor activity with an cORR of 55.6%, noted December 12, 2024.",53.55M
Add to portfolio,,,,,,,,
JAZZ,Jazz Pharmaceuticals plc,$123.60 ,Evorpacept with zanidatamab,Metastatic breast cancer ,Phase 1/2,12/12/2024 ET,"Phase 1b/2 data reported promising anti-tumor activity with an cORR of 55.6%, noted December 12, 2024.",60.66M
Add to portfolio,,,,,,,,
INTS,Intensity Therapeutics Inc.,$2.06 ,INT230-6 - (INVINCIBLE-2),Early stage breast cancer ,Phase 2,12/12/2024 ET,"Phase 2 results in tumors larger than 2 cm showed significant necrosis in 74% of subjects at the time of surgery, noted December 12, 2024.",47.06M
Add to portfolio,,,,,,,,
KRYS,Krystal Biotech Inc.,$173.40 ,KB408 - (SERPENTINE-1),Alpha-1 antitrypsin deficiency (AATD) ,Phase 1,12/12/2024 ET,"Phase 1 data reported a clinically meaningful proportion of conducting airway epithelial cells were transduced following administration of a single dose of KB408, with the percentage of cells positive … read more",28.94M
Add to portfolio,,,ODD,,,,,
KRYS,Krystal Biotech Inc.,$173.40 ,KB407 - (CORAL-1),Cystic Fibrosis ,Phase 1,12/12/2024 ET,"Phase 1 data reported that no serious adverse events have been reported, noted December 12, 2024.",28.94M
Add to portfolio,,,,,,,,
APTO,Aptose Biosciences Inc.,$5.78 ,Tuspetinib - (APTIVATE),Acute myeloid leukemia (AML) ,Preclinical,12/12/2024 ET,"Preclinical data reported that TUS potently killed AML lines (GI50 = 1.3 to 5.2 nM) and Ba/F3 cells expressing wildtype (GI50 = 9.1 nM) or various mutant forms of FLT3 (GI50 = 2.5 – 56 nM), noted Dece … read more",2.55M
Add to portfolio,,,,,,,,
BOLD,Boundless Bio Inc.,$2.95 ,BBI-355/BBI-825 - (POTENTIATE),Resistance gene amplifications ,Phase 1/2,12/12/2024 ET,"Company will not to continue dose escalation of Part 1 or to proceed into the Part 2 portion of the STARMAP trial, noted December 12, 2024.",22.39M
Add to portfolio,,,,,,,,
CORT,Corcept Therapeutics Incorporated,$56.33 ,Korlym - (CATALYST),Hypercortisolism (Cushing's Syndrome) and Difficult-to-Control Diabetes ,Phase 3,12/12/2024 ET,"Phase 4 trial met primary endpoint, noted December 12, 2024.",105.37M
Add to portfolio,,,,,,,,
BCYC,Bicycle Therapeutics plc,$20.11 ,Bicycle Toxin Conjugates zelenectide pevedotin (BT8009) - (Duravelo-2),Solid tumors ,Phase 2/3,12/12/2024 ET,"Data presented at SABCS reported an 60% overall response rate, noted December 12, 2024.",69.31M
Add to portfolio,,,FTD,,,,,
KZIA,Kazia Therapeutics Limited,$3.67 ,Paxalisib - (A071701),Brain Metastases ,Phase 2,12/12/2024 ET,"Phase 2 data presented reported minimal clinical activity, noted December 12, 2024.",1.36M
Add to portfolio,,,ODD,,,,,
RPTX,Repare Therapeutics Inc.,$1.77 ,Lunresertib (RP-6306) + Debio 0123 - (MYTHIC),Solid Tumors ,Phase 1,13/12/2024 ET,"Phase 1 trial achieved 25.9% overall response rate (ORR) in endometrial cancer and 37.5% in platinum-resistant ovarian cancer, noted December 13, 2024.",42.96M
Add to portfolio,,,FTD,,,,,
FBIO,Fortress Biotech Inc.,$1.94 ,UNLOXCYT (cosibelimab-ipdl),Cutaneous squamous cell carcinoma (CSCC) ,Approved,13/12/2024 ET,"Approved December 13, 2024.",29.75M
Add to portfolio,,,,,,,,
CKPT,Checkpoint Therapeutics Inc.,$3.67 ,UNLOXCYT (cosibelimab-ipdl),Cutaneous squamous cell carcinoma (CSCC) ,Approved,13/12/2024 ET,"Approved December 13, 2024.",87.02M
Add to portfolio,,,,,,,,
ROIV,Roivant Sciences Ltd.,$8.74 ,Tapinarof Cream 1%,Atopic dermatitis (AD) ,Approved,16/12/2024 ET,"Approved December 16, 2024.",682.88M
Add to portfolio,,,,,,,,
OGN,Organon & Co.,—,Tapinarof Cream 1%,Atopic dermatitis (AD) ,Approved,16/12/2024 ET,"Approved December 16, 2024.",259.97M
Add to portfolio,,,,,,,,
MNKD,MannKind Corporation,$6.27 ,Afrezza (Technosphere Insulin) - (INHALE-1),Pediatric type 1/2 diabetes ,Phase 3,16/12/2024 ET,Phase 3 data reported that in the intent-to-treat population (ITT) found that the between-group difference in mean HbA1c change over 26 weeks exceeded the prespecified non-inferiority margin of 0.4% ( … read more,306.83M
Add to portfolio,,,View Clinical Trial Data,,,,,
FHTX,Foghorn Therapeutics Inc.,$5.51 ,FHD-286,Acute myeloid leukemia (AML) ,Phase 1,16/12/2024 ET,"Phase 1 dose escalation trial combination reported that objective clinical responses were observed by standard response criteria. However, the observed response rate did not meet the Company's thresho … read more",56.53M
Add to portfolio,,,,,,,,
PRTC,PureTech Health plc,$22.15 ,Deupirfenidone (LYT-100) - (ELEVATE IPF),Idiopathic pulmonary fibrosis (IPF) ,Phase 2b,16/12/2024 ET,"Phase 2b topline data reported a strong, consistent and durable efficacy with a treatment effect versus placebo of 80.9% with favorable tolerability, noted December 16, 2024.",24.17M
Add to portfolio,,,,,,,,
RLFTF,RELIEF THERAPEUTICS HLDG AG,$4.90 ,PKU GOLIKE,Phenylketonuria (PKU) ,Phase 1,16/12/2024 ET,"Trial data reported that treatment administered as the last daily dose and compared to standard amino acid protein substitutes, improved metabolic control by reducing harmful phenylalanine (Phe) level … read more",12.58M
Add to portfolio,,,,,,,,
LRMR,Larimar Therapeutics Inc.,$4.83 ,Nomlabofusp (CTI-1601),Friedreich’s ataxia (FA) ,Phase 2,16/12/2024 ET,"Phase 2 data showed sustained increases in tissue frataxin (FXN) levels. Buccal cell FXN increased from 15% of healthy volunteer levels at baseline to 30% by Day 90, and skin cell FXN rose from 16% to … read more",85.59M
Add to portfolio,,,ODD,,,,,
MNMD,Mind Medicine (MindMed) Inc.,$7.40 ,"MM120 (lysergide D-tartrate, LSD) - (Voyage)",Generalized Anxiety Disorder (GAD) ,Phase 3,16/12/2024 ET,"Phase 3 dosing initiated, noted December 16, 2024.",75.55M
Add to portfolio,,,,,,,,
SNGX,Soligenix Inc.,$3.05 ,HyBryte - (FLASH2),Cutaneous T-Cell Lymphoma ,Phase 3,16/12/2024 ET,"Phase 3 18-week study initiated, noted December 16, 2024.",4.29M
Add to portfolio,,,,,,,,
BCAB,BioAtla Inc.,$1.35 ,Mecbotamab Vedotin (BA3011),Solid Tumors ,Phase 2,16/12/2024 ET,"Phase 2 enrollment completed with a registrational trial planned for 2H 2024. Phase 2 1-year OS was 58% for mKRAS vs. 23% for wtKRAS patients with an ORR of 28.6%, active across 9 mKRAS variants, not … read more",58.72M
Add to portfolio,,,View Clinical Trial Data,,,,,
ASND,Ascendis Pharma A/S,$136.60 ,TransCon hGH - (InsiGHTS),Turner Syndrome ,Phase 2,16/12/2024 ET,"Phase 2 topline results reported that all three TransCon hGH starting dose cohort showed a safety and tolerability profile comparable to daily somatropin, noted December 16, 2024.",60.69M
Add to portfolio,,,,,,,,
EWTX,Edgewise Therapeutics Inc.,$32.69 ,Sevasemten (EDG-5506) - (CANYON),Becker Muscular Dystrophy (BMD) ,Phase 2,16/12/2024 ET,"Phase 2 trial met its primary endpoint of reduction in circulating levels of creatine kinase (CK), a biomarker associated with skeletal muscle damage, in the largest Becker interventional trial to dat … read more",105.35M
Add to portfolio,,,ODD,,,,,
PEPG,PepGen Inc.,$4.51 ,PGN-EDO51 - (CONNECT2),Duchenne muscular dystrophy (DMD) ,Phase 2,16/12/2024 ET,"Phase 2 trial received a clinical hold notice from the FDA regarding its IND application, noted December 16, 2024.",32.8M
Add to portfolio,,,,,,,,
BHVN,Biohaven Ltd.,$41.44 ,BHV-1300,Healthy volunteers ,Phase 1,16/12/2024 ET,"Phase 1 achieved deep lowering of targeted IgG, with reductions > 60% in the lowest subcutaneous dose tested in the MAD, noted December 16, 2024.",105.79M
Add to portfolio,,,,,,,,
BHVN,Biohaven Ltd.,$41.44 ,Troriluzole (BHV4157-206-RWE),Spinocerebellar Ataxia ,sNDA Filing,16/12/2024 ET,"sNDA submitted to the FDA, noted December 16, 2024.",105.79M
Add to portfolio,,,,,,,,
RVPH,Reviva Pharmaceuticals Holdings Inc.,$2.30 ,Brilaroxazine - (RECOVER),Schizophrenia ,Phase 3,16/12/2024 ET,"Phase 3 long-term topline data from OLE demonstrated favorable long-term safety and robust broad-spectrum efficacy sustained over 1-year, the treatment generally well-tolerated with low rates of adver … read more",68M
Add to portfolio,,,,,,,,
SNY,Sanofi,—,MenQuadfi,Meningococcal disease ,Approved,17/12/2024 ET,"Approved December 17, 2024.",2.46B
Add to portfolio,,,,,,,,
SNY,Sanofi,$48.94 ,Duvakitug (TEV-'574/SAR447189) - (RELIEVE UCCD),Moderate-to-severe inflammatory bowel disease (IBD); this includes ulcerative colitis (UC) and Crohn's disease (CD) ,Phase 2b,17/12/2024 ET,"Phase 2b topline data reported that the trial met its primary endpoints, noted December 17, 2024.",2.46B
Add to portfolio,,,,,,,,
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,$20.88 ,Duvakitug (TEV-'574/SAR447189) - (RELIEVE UCCD),Moderate-to-severe inflammatory bowel disease (IBD); this includes ulcerative colitis (UC) and Crohn's disease (CD) ,Phase 2b,17/12/2024 ET,"Phase 2b topline data reported that the trial met its primary endpoints, noted December 17, 2024.",1.15B
Add to portfolio,,,,,,,,
PSTV,PLUS THERAPEUTICS Inc.,$1.07 ,REYOBIQ (rhenium Re186 obisbemeda) - (ReSPECT-LM),Leptomeningeal metastases (LM) ,Phase 1,17/12/2024 ET,"Phase 1 data presented at SABCS reported that the best response rates (response only) were, CTC: 88% (7/8), noted December 17, 2024.",99.26M
Add to portfolio,,,FTD,,,,,
,,,ODD,,,,,
TNYA,Tenaya Therapeutics Inc.,$1.41 ,TN-201 - (MyPeak-1),Hypertrophic cardiomyopathy (HCM) ,Phase 1/2,17/12/2024 ET,"Phase 1/2 preliminary data from three patients in the first dose cohort of 3E13 vg/kg (Cohort 1) showed that TN-201 was generally well tolerated, with readily detectable vector DNA in the heart, evide … read more",162.98M
Add to portfolio,,,,,,,,
AFMD,Affimed N.V.,$1.51 ,AFM24-102 and TECENTRIQ (atezolizumab),"EGFR Expressing Solid Tumors, Non-small cell lung cancer, and Gastric/gastroesophageal junction (GEJ) cancer ",Phase 2,17/12/2024 ET,"Phase 2 results continue to demonstrate meaningful clinical activity in both NSCLC EGFRwt and EGFRmut patients with good tolerability, noted December 17, 2024.",15.23M
Add to portfolio,,,FTD,,,,,
TNXP,Tonix Pharmaceuticals Holding Corp.,$33.39 ,Tonmya (TNX-102 SL) - (RELIEF/RESILIENT),Fibromyalgia ,NDA Filing,17/12/2024 ET,"NDA accepted December 17, 2024.",8.77M
Add to portfolio,,,FTD,,,,,
BMEA,Biomea Fusion Inc.,$4.64 ,Icovamenib (BMF-219) - (COVALENT-111),Type 2 Diabetes ,Phase 2,17/12/2024 ET,"Phase 2 study met the primary endpoint, displaying a meaningful statistically significant placebo-corrected mean reduction in HbA1c in the prespecified per protocol patient population, noted December … read more",59.51M
Add to portfolio,,,,,,,,
IMMP,Immutep Limited,$2.13 ,IMP761,Autoimmune diseases ,Phase 1,17/12/2024 ET,"Phase 1 safety data reported no treatment related adverse events to date, noted December 17, 2024.",147.19M
Add to portfolio,,,,,,,,
ACTU,Actuate Therapeutics Inc.,$7.66 ,Elraglusib (9-ING-41) - (Actuate-1902),Ewing Sarcoma (Pediatric) ,Phase 1,17/12/2024 ET,"Phase 1 met primary endpoint of 1 year survival rate and median overall survival, noted December 17, 2024.",20.75M
Add to portfolio,,,RPDD,,,,,
LPCN,Lipocine Inc.,$5.21 ,LPCN 1148,"Liver cirrhosis, specifically prevention of OHE recurrence and treatment of sarcopenia ",Phase 2,17/12/2024 ET,"Fast track designation granted by the FDA, noted December 17, 2024.",5.42M
Add to portfolio,,,FTD,,,,,
,,,View Clinical Trial Data,,,,,
CORT,Corcept Therapeutics Incorporated,$55.14 ,Relacorilant - (GRADIENT),Cushing’s syndrome ,Phase 3,17/12/2024 ET,"Phase 3 long term extension data demonstrated that patients treated with relacorilant experienced clinically meaningful and durable cardiometabolic improvements and relacorilant was well-tolerated, w … read more",105.37M
Add to portfolio,,,View Clinical Trial Data,,,,,
SNTI,Senti Biosciences Inc.,$5.15 ,SN301A (SENTI-301A),Hepatocellular Carcinoma (HCC) ,Phase 1,17/12/2024 ET,"Phase 1 dosing commenced in mainland China, noted December 17, 2024.",26.16M
Add to portfolio,,,,,,,,
GPCR,Structure Therapeutics Inc.,$31.48 ,ACCG-2671,Obesity ,Preclinical,17/12/2024 ET,"Preclinical studies with ACCG-2671 demonstrate potent target engagement, robust weight loss, favorable safety profile and PK properties supportive of once-daily dosing in humans, noted December 17, 20 … read more",57.6M
Add to portfolio,,,,,,,,
MRUS,Merus N.V.,$44.90 ,Petosemtamab (MCLA-158),"Recurrent/metastatic (r/m) head and neck squamous cell carcinoma (HNSCC), Solid Tumors ",Phase 2,17/12/2024 ET,"Phase 2 OLE colorectal cancer cohort dosing commenced, noted December 17, 2024.",75.63M
Add to portfolio,,,BTD,,,,,
GMAB,Genmab A/S,—,Petosemtamab (MCLA-158),"Recurrent/metastatic (r/m) head and neck squamous cell carcinoma (HNSCC), Solid Tumors ",Phase 2,17/12/2024 ET,"Phase 2 OLE colorectal cancer cohort dosing commenced, noted December 17, 2024.",661.87M
Add to portfolio,,,BTD,,,,,
IMMX,Immix Biopharma Inc.,$2.29 ,NXC-201 (HBI10101) - (NEXICART-1),relapsed/refractory multiple myeloma and relapsed/refractory AL amyloidosis ,Phase 1/2,17/12/2024 ET,"Phase 1/2 data published at the JCO demonstrated compelling clinical activity, rapid and deep complete responses in frail and resistant relapsed/refractory AL Amyloidosis patients, noted December 17, … read more",28.83M
Add to portfolio,,,ODD,,,,,
